ax (m/s^2),ay (m/s^2),az (m/s^2)
2.3311,-2.5182,3.792
1.9143,-1.1942,2.2683
-1.493,-0.2313,0.6171
0.3805,0.2232,0.5178
0.9296,-2.0321,2.4327
0.0379,0.2004,-0.9729
-6.1152,-2.1663,-4.0774
2.604,-0.091,2.7247
-1.8801,2.1563,0.5609
-3.5347,-1.128,0.0626
3.0761,-1.9269,-1.8886
-4.4579,-1.0494,-0.7004
-1.0868,-1.5021,0.5456
4.9709,-3.832,3.0666
3.4148,-4.2969,2.1291
-0.8936,1.164,-0.3625
1.9875,-2.2001,0.8773
0.9969,0.6569,1.1328
0.5851,-1.3808,-1.0548
-1.4469,-0.7562,-1.646
2.4532,-2.3085,1.5674
4.061,-3.8432,0.5815
2.4912,-1.5101,-0.2473
0.6544,1.3851,-0.1321
3.1573,1.2587,3.0206
0.916,-0.1787,-0.9494
-0.6559,-0.1083,-0.5278
0.2261,2.0574,0.5805
-4.989,3.1303,-1.5197
0.6664,-0.5941,0.6813
-2.2507,1.4917,-0.1696
2.7554,1.4932,0.3645
-3.9669,2.5764,1.333
2.0695,-3.1889,1.6705
-1.6668,0.1862,-1.6097
0.6446,-1.0941,1.1071
-0.979,0.5997,-0.281
-1.9154,0.3178,-0.3512
-3.5203,-1.6432,0.5072
-0.4096,0.4551,-2.4629
5.4233,2.5262,0.3499
3.4428,-0.3408,2.429
-2.7076,0.4311,0.531
2.0408,0.1005,-1.0585
1.5605,-1.6182,-0.871
-1.2017,1.7631,-2.5109
3.0467,1.7969,0.9114
-2.5352,-1.4926,1.5475
1.739,3.3241,4.237
2.8263,-2.0241,0.8454
3.8539,-3.1138,-0.6488
-0.4529,2.6859,0.0327
-1.5189,2.0577,-0.7896
-2.0127,0.8007,2.0843
-1.1683,1.9533,-1.5404
1.0527,-0.2674,-0.7185
5.1376,2.5955,0.465
0.685,-1.4997,2.4646
-0.773,-1.7184,2.0026
-0.7742,1.3445,-1.275
-2.2998,0.0393,2.1999
-4.6994,2.1821,-1.595
1.735,2.8297,4.7921
-3.0743,-1.7519,-0.2471
1.6336,-1.9781,-1.9966
1.7708,-6.5852,5.2423
2.7966,-0.2313,4.0831
0.1485,-2.9478,2.7898
1.4712,-2.535,-0.9339
0.0602,-0.2626,0.2601
6.4748,3.1427,0.0983
-1.1364,-1.8632,-1.8737
-1.4225,-1.0423,2.0674
2.1087,1.2148,-0.8312
5.0056,-6.2108,3.4295
-1.4672,-0.3662,-0.1142
2.5519,-0.8155,-0.339
-3.0811,1.0005,-0.5825
-2.3154,-2.158,0.2965
3.8558,-2.5745,0.5297
-2.7182,-1.0784,-0.4854
2.082,1.4133,-0.4278
-2.1437,0.4005,-1.0839
2.4106,-0.5033,3.2599
0.6164,-2.2272,2.9326
-1.4985,-1.4921,4.2229
-0.5694,0.4133,-1.7381
0.5009,-1.6044,-1.5932
-2.1881,-1.0373,0.7536
-0.0691,-1.253,-1.5164
4.6092,-4.3071,2.614
-2.846,-1.7408,-0.2185
0.1099,-2.2986,2.0557
2.4204,3.6034,4.36
4.1612,-0.9079,-0.8657
-3.8039,2.6984,-1.7318
1.3028,-1.3206,-1.2072
3.4594,2.0047,4.0737
-1.6672,1.5387,-1.7759
-2.7696,0.0495,-2.316
-2.4069,2.1896,0.8816
0.4276,-0.7267,-1.2179
1.5663,-2.4301,0.6931
1.3564,0.817,2.6083
-3.058,0.2523,3.8642
-0.8611,-1.4087,-2.4375
-1.5501,-0.7273,2.4949
3.2268,0.168,2.7165
0.7512,2.7363,0.4908
-3.7506,-1.2829,0.0513
0.1514,-1.6779,2.9414
-0.7482,-3.1254,2.0726
-2.3449,1.9511,-1.7308
0.2235,-1.6578,-1.6902
-2.0461,0.3809,0.1719
0.6406,-0.7533,3.9774
0.1028,1.588,-0.2623
2.8717,0.2232,-0.961
-2.5883,0.8481,-1.7119
-0.9226,0.5766,4.2581
0.0643,1.5869,-0.9278
0.8618,-0.3131,-1.4854
0.8022,-1.0299,-1.0142
-2.7444,-0.2846,1.3345
0.1815,-4.1354,4.3163
-2.5533,1.2457,1.705
-1.0088,-0.9624,2.6121
0.2376,-2.8,0.7868
-0.0553,-1.0939,-1.5013
-1.5979,-2.7223,1.3839
-0.4694,1.6006,-0.2186
1.3559,-2.1277,-2.4106
5.1598,-0.0086,0.5247
-1.3917,1.57,-0.5856
-1.8855,1.017,-0.1795
2.5564,-1.0862,1.3326
1.5515,-0.5172,1.1682
-1.5037,-2.1014,-1.188
3.8833,-3.4748,-1.0775
0.0625,0.3088,-1.7185
-3.6438,2.0211,-2.2237
2.1896,4.6937,3.0734
5.1601,0.4947,2.2629
-2.0038,-1.1876,0.0154
-4.7648,2.1358,-2.6383
-3.5484,-1.3832,-1.3585
2.248,-1.6819,1.8758
0.2306,-0.3999,-0.6142
-1.9617,-0.9569,0.0744
0.8926,-1.6664,2.0867
-3.8365,-0.7705,-0.3746
-2.0409,-1.0039,-1.7222
-3.2583,0.9633,1.1483
0.6336,-1.363,-1.4494
-0.2162,0.268,-0.6151
-2.3869,1.0546,2.5331
-1.7805,-1.9206,0.0304
-2.8055,-1.839,0.8739
-0.2579,1.2163,-0.0842
2.5166,-2.2658,1.5126
-3.9285,-1.2701,-0.1438
-0.2236,-0.5009,-0.8237
-0.2586,0.0621,-3.4078
-0.6545,0.2954,-3.5597
3.4983,-0.9747,-0.3269
-0.9068,0.5311,-0.7009
2.8396,-0.9374,3.7452
4.1451,-2.5404,0.1133
-3.3653,-0.0338,-0.0749
2.5816,0.4424,0.9528
0.0824,-0.2017,3.8068
6.5247,1.9826,0.6941
-1.0203,-1.4113,-0.561
2.2394,-1.507,3.8392
1.3701,1.6547,-0.5703
3.5503,-3.1014,2.3656
-2.2476,-1.0471,-0.7982
5.38,-4.4303,0.6318
0.6585,-1.2213,-0.131
0.3666,0.0763,0.2073
0.1049,-3.6203,5.0764
4.6139,1.0519,3.7064
-0.8266,-0.2341,-0.7171
-1.1317,0.3779,-0.7524
0.2641,-1.5583,-0.8956
-3.1816,1.3617,1.169
-0.5258,0.9875,-0.7737
1.0151,-0.9178,-1.1578
-1.1665,1.1471,-1.7648
-3.389,0.1158,-1.3675
-1.9079,-0.6435,0.3709
-1.3898,1.0121,-0.5924
-5.1217,-1.3768,-1.1066
-0.9551,-2.1405,-3.1643
-0.8866,-2.213,0.1871
-0.3476,-0.1228,4.7906
0.2814,-0.5301,-1.7929
-0.7722,1.0764,-1.8224
1.3782,-1.7501,-2.2794
0.4461,-1.0059,2.5448
-0.4504,-0.2041,-2.731
1.1004,-0.8471,-0.9998
-2.7375,-0.7038,-0.6503
-0.2708,0.9494,-1.7135
-2.7988,1.8446,-1.6063
1.1579,0.1939,-0.9412
0.9156,-1.9246,-2.0173
-0.5793,0.4421,-1.5382
0.7672,-1.0609,-1.1438
3.9845,1.03,2.6874
-3.8486,-1.7985,-0.445
-1.1055,0.1764,-0.8477
-3.1942,-1.9543,-1.1681
1.5961,0.9664,-0.1263
1.1918,-1.3014,-1.4284
0.4184,-1.8201,-1.6511
-3.5065,-1.7393,-0.9011
0.0469,-0.708,-0.9644
0.715,-2.4026,-4.4668
2.1967,3.4565,3.671
0.3697,-1.2856,-0.0724
3.0303,-1.688,-0.3543
2.8182,-0.7247,2.9716
1.4864,-9.5132,2.5956
-1.3614,0.3912,1.9342
-4.1419,-0.0037,-0.0358
2.5357,-4.694,3.1837
4.7182,-10.7689,4.9148
-2.4673,-1.8908,-0.1622
1.6578,-0.0976,-1.275
-3.5245,2.4375,-1.4783
-1.6084,-0.8623,1.3351
-0.9852,0.4429,-1.7182
0.2541,-0.2339,0.9336
-0.3784,2.088,1.1042
-0.8542,-0.2431,-1.7379
-1.8462,0.0644,-0.7542
0.0042,0.6468,-1.2188
-2.0716,1.9986,-0.7534
-3.9124,-0.3295,-1.2548
-0.8972,1.3789,-0.0407
-3.3561,-1.7013,-0.3621
-2.1594,0.2287,-0.2284
1.0184,0.1101,1.834
-3.4516,-0.3173,-0.6687
-1.5915,-1.3983,0.5557
1.3875,-2.9962,-0.8498
-2.817,1.3928,2.7303
-0.6513,-2.0532,-1.1662
4.8543,0.873,4.0966
-3.5851,-1.3331,-0.4483
-3.8009,-3.7592,-2.2049
0.3717,-0.9021,-0.7046
-4.9357,1.1802,-2.8963
-0.2175,-1.299,-3.5122
-2.0227,-2.0057,1.0958
2.6161,-3.3167,-0.9592
-3.0356,-1.523,-0.4135
0.6825,-0.9026,-1.1164
-0.9989,0.4556,-1.2662
-1.6972,-0.086,0.2518
-4.872,2.0254,-1.5624
-3.5673,1.9869,-1.1798
-4.1737,1.2493,-0.1489
-2.6905,2.8442,-0.8619
2.6228,-4.9258,3.7987
1.3159,-1.7021,-0.7722
0.708,0.7683,0.4604
-3.0125,-1.1087,0.0475
-2.4643,-1.0309,-0.0102
-1.8122,-0.9188,-1.4957
2.0609,-1.5494,2.5345
-5.1659,2.0467,2.0258
-1.3905,1.0108,0.6936
1.2105,-2.6126,4.2483
-5.477,-1.008,-1.6537
-3.7793,-0.9828,-0.5385
-2.1343,1.878,2.0623
-2.3942,1.4773,-0.7608
3.7978,-2.9334,-1.1242
-2.6419,-2.2737,-0.4432
1.76,3.7114,3.5196
1.0282,1.2718,-1.7771
-1.7889,0.2441,-0.8376
-3.5491,-1.288,-0.2591
3.3296,-0.1854,1.6369
4.4568,-3.9851,4.1416
1.3483,0.788,2.233
-1.1314,-0.4104,0.2287
2.0228,-0.1028,-0.8993
3.4285,-1.1885,2.1313
2.8904,-2.1373,-1.2567
-0.6064,-2.8671,1.8755
-0.4291,1.224,-0.5164
-1.2524,-0.0684,2.7373
4.6509,0.555,3.8204
2.7904,3.4498,5.0031
1.1276,-0.8618,1.902
-0.1569,-1.2657,3.3551
-3.0589,2.5865,-0.6662
-4.0597,-0.9989,-0.7341
-2.3424,-0.1807,1.0196
2.756,1.0856,-1.7415
3.2178,-1.4893,2.1426
3.0116,0.6304,-1.765
-2.1541,1.9936,-0.7404
-1.2242,-2.1366,-1.5731
3.9929,-4.4137,4.6562
1.31,-1.6404,-1.4925
2.4886,-2.2217,0.5099
-1.1048,0.073,-0.9099
6.6172,3.5228,1.7416
0.2475,-0.3929,-0.2798
4.0078,1.5685,-0.2339
4.6942,-3.7877,4.1106
-3.5483,-2.1443,-0.6012
-3.5244,2.0707,3.2681
0.7875,-1.2971,1.9013
-0.2661,-1.6742,-1.2534
0.6499,-2.5455,1.4996
-0.6324,0.3377,-0.0098
-0.1491,-0.7705,-0.8815
-0.3753,-0.3822,-0.1301
-2.6902,-1.5955,-0.1798
-2.7618,0.6985,-0.9539
2.2464,-0.5258,-1.7007
1.603,0.6028,2.9871
-3.2729,2.0213,-0.2069
-2.4073,0.2511,-0.3886
-3.7102,-1.9108,-0.4467
4.681,-2.6219,5.1736
0.1026,-2.0817,0.7092
3.0603,-3.3394,0.72
-2.2769,0.5668,-0.3094
-4.4608,0.1337,-1.3761
3.2387,0.3032,-1.9894
-0.1391,-2.2436,-1.7409
4.715,-5.2283,3.3618
-0.5927,-2.6923,3.1638
-4.246,0.7353,3.8128
-3.7394,-1.6475,-1.1397
1.3407,-0.9678,-1.5005
2.5005,-2.6589,-1.0
2.6258,0.4814,4.4953
-0.7692,-1.3356,-2.4023
-2.2603,-0.6926,1.1742
-3.2526,-1.4766,0.1281
-2.5284,1.0316,-1.49
7.1356,1.6443,0.9009
5.2302,2.1471,2.883
-0.6561,-0.8371,2.244
2.464,0.6603,-1.7953
-1.0322,-0.3176,-2.17
2.0566,-0.7401,3.0184
-2.4595,-2.1876,-1.0647
4.4203,-1.1518,-1.1082
2.1595,1.3569,0.3106
-2.2395,-0.6345,1.8973
0.4657,-0.1441,1.6864
1.8969,-3.1202,0.6583
0.6813,-1.1042,2.8533
-5.2715,-2.8967,-0.3021
1.9777,-0.6774,1.8156
3.0672,3.3879,4.0759
-0.4009,-0.5738,3.0057
-1.0202,0.7436,-1.1787
-3.3082,1.1832,0.1903
1.9961,-2.0947,0.1439
0.9316,-0.5366,-0.6536
0.5559,0.1341,-1.6606
-3.1058,-1.3497,-0.9605
0.5821,-1.8301,0.2705
1.1505,-0.0569,-1.8186
0.0559,2.282,5.1775
-3.0984,-0.1576,0.1764
1.5711,-2.6098,2.2325
-2.8619,-0.7628,0.2043
1.4568,-1.1375,-1.1532
-2.9701,1.6863,1.3385
3.3546,-0.4861,-1.2049
0.847,-0.8317,1.9767
-2.2963,-2.1533,-0.2069
-4.6914,0.5638,-1.6307
1.0789,0.4865,0.7094
-1.6848,-1.2755,-1.1889
-0.7619,-1.8446,1.0856
-1.5938,-0.1703,0.5736
-2.4885,-1.1465,-0.3536
-2.3053,-0.5172,1.543
-1.182,-0.1365,-1.3561
1.5764,-2.2941,1.7071
0.0016,-3.0813,2.3714
-4.0326,2.0651,-2.6126
1.1152,-0.1746,-1.5655
-2.4322,2.6306,0.0742
-4.1088,2.134,-1.5744
1.49,-0.649,-0.3179
0.7568,-1.9226,1.2509
-0.8941,1.0748,-0.7568
-2.822,-0.4919,1.7587
1.1778,-0.5629,1.5151
-0.047,-2.4799,3.4878
-1.3945,0.3651,-1.7563
-3.0367,1.3806,1.2809
-2.9482,-3.4632,1.1383
4.9262,-3.9335,4.3046
2.9372,-2.928,0.8824
-1.7886,0.2245,2.2787
0.3209,-2.9058,2.6842
-6.611,-1.5429,-2.5636
-4.3627,1.4174,-2.2334
2.5946,-2.4299,-1.9902
-0.6691,1.547,-2.2024
0.7337,-0.6149,-1.306
2.0567,-2.0105,-1.3363
1.5714,1.8184,-2.3732
0.2439,2.1643,-0.6909
2.2029,-0.8554,1.3767
-1.1858,-2.1478,1.571
-3.9433,-1.4798,-0.6957
2.8608,-0.8584,-0.8395
-0.4208,1.6807,2.2575
-2.4367,-0.2527,1.172
-0.5798,1.3895,-0.7418
1.2452,-1.9508,2.7975
-3.0009,2.3342,-1.639
-1.2377,-0.1013,-1.3098
-0.8433,1.5614,0.0529
-0.4911,-0.1533,2.1245
-1.031,-2.3678,1.5374
-0.769,1.6232,-0.9226
4.7848,-3.8745,1.8031
-0.9632,-1.1747,2.7523
2.9741,-3.2942,2.8091
-3.5279,1.94,-1.3253
2.1916,-0.176,4.1475
-2.0326,0.3995,2.8953
-3.1602,2.6626,-0.9795
-1.9745,-0.7805,-0.8013
-2.2635,-2.2073,-1.1196
5.0183,-2.3702,0.7353
-3.1877,-1.4509,-0.7281
-0.9839,0.2244,-1.7011
2.9811,-2.0982,1.2342
-5.6017,-0.9051,-1.4549
-3.7874,-0.6859,-0.6869
-1.6058,-2.2413,1.7389
-3.4283,-1.6138,0.0833
-0.3702,-1.9264,1.8023
4.723,-0.184,2.7484
3.8451,-1.3837,3.989
-0.5113,-2.1945,3.1665
-2.2079,0.5236,-1.7154
0.9663,-1.41,-0.7619
-4.7379,0.5244,-2.4081
-3.0541,1.6636,-0.7143
-3.0106,-2.2511,-0.0479
1.4441,-2.758,-0.9897
2.5843,0.2893,-1.9708
-1.1582,-2.4607,-1.1258
-0.9407,-0.4526,-0.2831
5.4066,-2.9076,-0.0222
-1.2283,-4.0974,1.1419
1.7033,0.891,1.0653
-4.129,2.8855,-1.571
-1.85,1.1797,-0.7402
0.1923,-1.5986,1.5813
-0.4027,-2.576,1.0088
3.9306,-2.4545,1.2074
1.9916,-0.4165,-0.93
1.1717,-0.0584,-1.4245
0.2623,-0.6498,2.788
-0.1302,-2.8683,2.5609
3.7361,-2.0853,0.3851
2.6494,1.066,-2.211
3.327,4.2513,3.197
-3.1618,0.0299,-0.0656
4.0711,-1.5186,1.3035
0.3491,2.1838,-1.0235
-0.0143,-0.8839,-0.8438
1.0842,-0.6002,-1.4276
-4.1088,1.0636,-0.6126
0.5932,0.6413,0.7993
3.5574,-2.1315,3.0363
0.9724,-1.8192,2.0329
7.0995,-1.6694,6.009
-2.9463,0.5264,0.1686
-1.7479,-2.132,-2.0736
2.3313,-0.4372,-1.5608
0.813,-2.8271,2.3757
3.0008,-1.9662,0.3486
-1.0071,-3.1499,0.6571
3.2474,-2.3425,3.4453
-1.6773,1.8628,-0.6409
0.5649,-0.5698,-0.0037
-3.5092,1.0324,3.1505
-1.8459,0.6703,0.2632
1.8737,1.6736,0.5694
1.3212,0.9412,0.469
1.3784,-0.5852,-1.4061
0.8077,-0.7319,-1.0658
3.4046,-2.426,0.6812
1.9721,-2.8632,-1.5573
-0.4737,-0.9224,-1.6633
-0.4943,-0.46,-1.3551
-1.9361,0.7516,0.1745
0.4648,0.2615,-0.0466
-2.927,-0.0915,-0.0494
2.0468,1.5576,-0.3615
-0.2617,2.0199,-0.5881
-2.1959,-1.4711,-1.2724
-1.1109,1.1615,-1.5193
0.4515,-0.4911,-1.7345
2.8185,-2.2139,-1.1827
1.0267,-0.6708,-2.2033
-1.2319,-1.9292,1.0898
-4.4203,1.446,-1.5948
-3.4401,-2.1867,-0.8337
-0.6429,-1.6714,2.1344
0.5804,-2.7385,1.6417
-0.2025,1.7928,1.2411
0.0435,-0.2679,-1.0704
-2.2239,0.6006,-1.2341
-3.0469,1.0705,2.075
-3.6319,0.7523,2.6679
-2.9269,-1.309,0.9724
0.4714,-1.4895,-1.6983
3.3216,-0.6965,-0.5956
0.4119,0.0029,-1.7858
-1.0012,1.5124,-0.9262
0.4947,-0.9002,1.5989
-0.7772,1.7746,1.7166
-0.6273,-0.183,2.4301
-2.351,0.4528,-1.5349
-0.8973,1.647,0.5227
3.1076,1.5758,-1.3447
0.4476,-0.844,-0.0525
-1.9229,1.166,-1.0951
6.6136,-1.0408,-2.0675
3.4696,-0.3334,3.028
-1.7536,-0.5734,1.2149
2.8243,-0.7665,-0.4963
3.6184,3.8866,2.7111
-3.6927,-1.7913,-0.9037
-0.5216,-0.0749,-2.3634
-2.5184,-0.7583,0.4203
2.4925,1.0355,4.7897
1.1021,0.1393,-0.786
-0.8799,-3.9872,0.0076
-0.3474,-0.8156,1.9821
-3.0695,-1.3037,-1.2041
-0.1513,0.0094,-1.1341
-3.3091,-2.3206,-0.9116
-3.7308,-2.1302,-0.6887
1.9601,-0.3216,-0.9981
-1.459,0.4128,-2.3481
-0.2835,-0.013,-0.9156
5.2066,2.2968,2.1242
-0.2776,-0.4558,-1.5677
0.2282,-0.6025,-0.493
0.6865,-0.0658,0.6324
0.4366,-0.5206,-1.526
-0.777,-0.8301,3.5628
2.4034,0.9382,-0.9879
-2.6093,-2.3392,-0.0051
0.7203,-2.863,-2.483
3.2788,-5.191,1.7577
-1.7896,0.2278,-0.7715
0.0619,-2.3362,0.4595
-4.1876,-0.0724,-1.3787
0.9405,-1.1954,0.7757
0.0127,-2.6456,2.9737
1.5284,-0.2148,-1.3634
-3.0899,-0.6039,-0.1154
-2.7916,1.4555,2.5003
3.3861,-2.2345,-0.0119
2.5121,1.4125,4.8225
-0.9755,1.4914,-0.5412
-4.4263,-0.9877,-1.3073
4.6013,-0.3106,3.9636
2.6274,-1.7098,1.8212
2.0399,0.8567,1.9217
-1.989,2.1807,0.3099
0.4574,-0.5145,-0.6968
5.2036,-4.5565,2.5495
2.1917,0.3491,-0.8776
0.5575,-1.9727,-0.3287
3.3477,-2.0204,0.1123
0.9166,-2.8682,6.3276
-2.7374,3.3095,6.3995
3.0227,-2.2886,0.9104
-0.0612,0.7898,-0.5425
3.9846,-0.2987,2.9469
2.5323,-2.7883,0.2588
-1.8694,-0.0595,-1.8461
4.6764,-3.0386,-1.6932
-2.2591,-0.0322,-0.4768
1.8215,-1.9196,4.8334
-2.8402,-1.7848,0.47
0.2495,-1.6256,-2.1041
-2.5822,-0.2902,0.3628
-0.0318,0.28,-2.0543
3.2175,-0.5405,1.1378
-2.0014,0.1536,1.8532
3.3533,3.3352,2.9338
0.8546,1.1431,-1.1982
-2.7492,-0.2992,0.2227
3.2839,-3.5325,2.1781
-4.2491,0.1577,-2.0372
-1.9208,1.4209,-2.2788
3.3641,-1.0485,2.7773
-1.4382,-2.7233,-0.5393
2.0512,0.1607,-0.4361
-4.1349,-2.0146,0.0532
0.1649,0.1461,0.4739
5.1848,-1.7359,-1.8754
-1.0455,0.5379,-0.0954
0.2365,-1.5813,2.7929
-3.7178,-0.801,-0.4687
2.9287,-1.4239,-1.803
3.1339,-2.2837,1.1539
1.1144,0.9319,0.4382
-1.3933,-1.3546,1.499
-0.8901,2.3268,0.4121
-0.4027,-1.0885,-0.9762
-2.722,2.637,-2.3196
0.325,-0.8275,-1.5087
-4.349,2.1868,-2.4447
-2.4364,2.6696,0.5749
-1.5132,1.2344,-0.6862
-1.5432,0.9703,0.38
0.4493,-0.2703,-1.4872
3.4529,-2.4634,0.1331
3.3029,-1.8965,-0.8156
1.7651,1.0109,-0.0233
3.0146,-2.9045,-0.4146
-3.5258,-1.3678,-1.045
-0.3817,-0.3027,-2.0557
0.2439,0.3533,3.3804
-0.4405,0.3482,-2.43
-1.7499,-1.7444,0.0552
0.3565,-2.2006,2.8502
1.4252,-0.5197,1.727
1.1271,-1.0649,-0.1874
-1.6195,-1.5546,0.094
-3.2524,1.8172,-0.9037
-3.8752,-0.3336,-1.6603
1.2668,-0.4296,-1.0557
0.8641,-1.8177,1.943
1.1642,-0.5599,-0.2465
0.7924,-0.9755,1.1445
0.6296,0.7042,-1.3104
