ax (m/s^2),ay (m/s^2),az (m/s^2)
-1.0484,1.5891,1.8707
1.1177,-0.5678,0.9111
-1.7813,-0.4093,-0.4299
-5.4354,0.839,-0.6543
1.79,0.0757,0.0367
0.0204,-3.4207,2.7673
-5.3342,0.2359,-1.4789
-1.4922,0.8788,8.1472
-4.5251,0.4146,-0.6134
-3.9577,-1.6939,-0.3496
-1.5491,1.5139,-0.9733
-4.5376,0.6647,-0.8394
-0.9716,-0.375,1.0435
-2.0425,-2.1926,0.7226
-3.1928,0.1672,0.9689
0.8906,1.002,-0.441
5.1118,-0.457,0.148
0.5034,0.2346,4.6962
1.0181,-1.6956,0.2137
0.8888,0.7435,2.7224
2.8196,4.6402,3.8485
1.7847,-0.8867,-0.1476
0.0052,0.6409,3.1091
9.0105,-3.5925,3.0227
4.4217,-1.7166,3.3102
0.6162,-2.789,-0.397
0.3561,-1.2985,-1.0544
2.2214,-1.6326,-0.4283
-4.4942,0.676,0.2425
0.5691,-0.3308,2.1079
-2.5371,0.3156,10.3337
3.0827,2.8374,1.2392
-0.7907,1.9459,0.1865
-0.8313,-2.2262,-0.877
-2.704,-0.5658,7.1353
1.6968,5.375,3.107
-5.2049,-0.3245,0.5741
1.3603,-2.1785,0.3338
-0.2092,2.9359,4.8971
3.1775,2.1069,1.988
0.5277,-1.2989,-0.3799
-4.4523,-1.9988,3.0747
-0.8051,-0.324,-2.1515
-0.2113,0.4215,-0.053
2.4854,-1.7175,2.3526
-1.9494,1.8211,0.0223
1.1591,-0.5366,-1.4056
0.346,2.1307,-0.116
-0.4733,2.4335,-0.8755
0.4447,-1.7783,-0.43
1.0382,1.1025,-1.9094
2.4802,0.1057,0.3146
-2.6937,-0.0246,3.7101
-2.4601,-1.4194,-1.1774
-1.3094,1.2516,-0.0479
1.3256,-0.423,-0.0756
-4.3574,0.5877,2.6255
0.0888,-1.9046,-0.066
-5.5197,-0.6249,0.092
-0.0429,-0.9348,-0.963
0.3007,1.2456,-0.8484
2.5005,-0.1528,3.0384
-5.3307,2.202,9.8298
0.2898,1.9831,-1.4819
4.6719,-3.3711,3.9757
-5.1011,-0.014,0.6722
4.6623,-3.9261,2.9691
3.1133,0.3539,3.9135
1.1565,0.1369,3.2555
1.6745,-0.9408,2.5318
-0.8258,-1.3846,-1.8254
3.1453,0.6467,-0.2098
-5.0469,2.842,1.5307
5.2986,-3.1886,7.3766
-0.4581,0.8518,-0.6681
3.6214,1.2537,1.2429
-0.869,1.6704,0.4285
5.276,0.1947,1.5393
1.9482,2.6021,-1.534
-5.5732,0.426,-0.5884
6.6168,0.5217,2.3348
3.8281,-1.8092,2.505
1.4777,4.4347,1.971
-5.4992,2.5618,10.0221
5.4791,-4.2766,4.8539
1.2931,-1.1634,-2.3277
1.3179,-0.28,-0.2526
-1.4331,0.4267,2.2976
-3.6411,0.4038,5.5827
-5.428,3.6939,3.1253
-3.5848,-1.2579,1.6775
-5.5167,-3.1259,2.393
-5.6251,-2.0547,1.7937
-4.1932,0.1756,2.6048
-0.8809,-0.2355,-0.861
-4.2346,0.4946,0.1074
-4.8262,-1.83,1.903
0.906,1.6355,-1.4397
2.1926,1.0443,-0.4624
-0.0873,2.8025,-0.1765
0.8773,-0.28,-1.5955
4.2575,-1.9209,-0.4599
0.58,-0.7152,-0.983
-4.7485,-2.575,3.1773
1.808,4.8731,4.5554
-4.805,-0.3427,0.7491
-1.3566,1.7657,1.6257
7.262,-0.3275,3.0339
-2.3264,-4.3085,1.6599
4.4965,0.7941,4.322
0.7257,-1.2689,-1.1211
1.2775,2.1776,-0.487
1.715,1.1725,0.1889
-3.1708,2.4099,-0.3522
1.0464,-1.7562,-0.8166
0.2913,-1.1233,-1.4185
-5.4384,-2.4964,2.7103
-2.1316,4.4448,-0.4081
3.9457,2.1181,1.8857
3.4948,-0.8615,4.1675
-4.4353,-1.2183,0.3647
2.0624,0.3104,-0.399
3.114,0.2088,0.0498
1.1106,-0.0411,5.4131
0.3766,-1.6952,-1.7028
-0.0586,-0.8016,-1.3486
-0.4014,0.7399,-1.0871
-1.1994,-1.3697,-0.3349
-0.2548,-1.5834,-1.9367
3.1957,-0.2283,0.7282
-0.8617,2.8711,-1.3679
3.8921,0.8466,3.6369
-1.5248,2.8126,-0.3954
-2.252,3.106,-0.5394
1.7819,1.2622,2.9548
3.2861,1.4691,3.2425
8.922,-2.5915,1.9038
-2.5743,-0.1522,2.7186
0.0463,-1.6595,-0.7982
-5.7893,1.1686,-0.2262
-0.4154,-0.293,-0.402
6.0604,-2.9066,4.1185
0.7563,-0.3024,0.0119
2.7961,0.5837,0.3798
1.5574,-0.8673,0.9357
0.227,2.1464,-0.816
-0.9479,2.2056,2.5995
3.7552,-1.3337,2.0397
-5.4072,-0.4985,0.4509
-1.4147,0.6953,0.375
-3.9341,-1.2164,0.687
1.0133,0.1082,-0.008
1.4637,-3.2897,0.2642
4.8304,0.4827,2.9607
-4.9898,0.6916,-0.2865
0.2211,2.1961,-0.7517
0.4001,1.4707,-1.5616
2.2608,1.3955,3.0588
1.9406,1.0529,4.2929
-2.7498,-0.8234,3.8451
-5.4677,1.054,-1.4578
-1.9002,4.3215,-0.8366
-4.515,-1.3692,2.6854
0.2041,-1.549,-1.2611
-3.2897,0.6411,1.2042
0.6719,-0.2457,0.5283
1.186,-0.0619,-1.3908
0.708,-0.7428,-0.5338
1.3076,1.6578,-0.8639
-0.9526,-0.5079,0.3531
-3.1295,-0.5873,1.7758
1.7222,-1.083,-0.8953
0.8076,0.7212,0.6738
-0.7018,2.6002,-0.634
0.6426,1.3601,-1.1043
1.1931,6.1189,1.6657
6.753,-2.8089,-0.6349
0.1171,2.0086,-1.285
-5.9987,-3.0018,2.0069
3.5536,-3.2494,3.5462
-0.0533,3.4343,-1.5328
1.3704,3.3787,4.1968
-1.8499,0.9665,2.2768
-2.2174,-0.6374,-0.0099
-2.4767,-1.5732,0.0038
5.2349,2.7422,3.5461
-1.6004,0.2729,0.1459
4.2161,-0.9262,2.8303
-0.8734,3.108,-1.3295
-0.4287,0.8878,1.8791
-5.0905,0.6683,-0.802
-0.1493,1.3995,-0.9968
3.595,-2.1359,6.2172
-6.0554,-0.8141,0.1017
-0.1179,1.7644,-0.1367
0.7308,1.935,-0.5115
-3.0308,1.342,-0.3057
-4.6897,-0.6138,1.1607
-0.3585,1.9459,-0.8678
-1.3405,-1.2364,0.9004
1.0641,-1.2774,-0.6767
-0.9498,0.6431,-0.2032
5.9025,-4.5134,1.7937
5.4716,-0.59,3.5922
2.1769,0.4409,3.8105
-1.3323,3.8086,-1.3732
-3.6338,0.2839,1.7097
5.6906,0.2693,3.7108
7.897,-3.6809,2.7498
1.5841,-2.899,0.9989
-0.4983,-1.8072,0.339
-4.3486,0.1172,0.7407
2.8568,1.7686,-1.5667
-4.9838,-1.5131,3.1769
1.6357,2.3555,0.6925
-1.1237,4.18,-1.0716
-6.1,3.8485,3.9296
-3.8755,-1.228,0.5626
-0.2432,2.3314,-0.7364
-5.5148,0.1124,-0.0429
-4.8895,1.2548,0.224
1.4203,-0.5532,8.8727
-1.9243,-1.777,5.4819
-2.0888,-0.1445,-1.3885
0.0631,-0.032,-1.4994
-4.6033,0.0791,-1.1068
2.0614,-1.2381,2.7791
2.1382,-1.6102,-1.1872
-2.4487,0.5821,5.4097
1.971,-1.4258,-0.8005
-0.3604,3.0166,0.0529
-6.5117,-1.3446,-0.2592
3.0246,2.5326,1.1775
-0.1065,-2.1142,-1.2354
-1.9956,-0.35,-0.5258
0.5266,1.6902,2.1802
-2.3441,1.083,0.2713
-0.4386,0.5882,-1.2117
0.3366,-0.8753,2.7918
0.0591,2.7787,0.5927
-0.0984,-0.9511,-0.5581
3.6375,-1.3368,6.1899
-3.7297,-0.115,1.3585
0.632,-0.0272,-1.8282
-0.0617,-1.1429,1.7022
-2.1594,-0.9362,3.707
-1.9705,-0.0952,-1.3563
-1.0269,3.9622,-0.9505
-2.7746,1.6424,0.7871
2.0209,0.9238,3.3489
0.7624,-1.036,-0.3951
1.4063,3.0521,0.3862
0.3635,1.0005,0.3261
2.8644,1.0701,4.3539
4.2489,-2.8362,2.1765
-3.075,-0.0804,2.1769
0.3321,-2.1744,-1.1674
-4.954,-0.8979,-0.2071
1.5886,-1.1534,-2.1958
2.0675,-0.6035,2.0835
1.5365,-0.3465,-0.6022
-0.2359,-0.4526,-1.2092
2.7932,2.0575,-0.5375
-2.4514,0.35,-0.6586
-1.8516,-0.15,6.0778
1.363,2.4804,-0.8737
2.727,1.1519,2.2709
-0.0056,0.536,6.2419
-1.9841,0.6862,4.7992
-3.4352,0.5892,-0.3143
4.4882,1.1263,2.964
-3.3872,-0.7191,4.742
-1.8444,3.07,-1.7368
0.8888,3.0536,-0.9097
-0.3286,-1.0389,-1.373
1.363,-0.2207,1.2833
-1.7088,2.3902,2.5189
-1.3837,-1.182,1.9652
2.9139,-0.9589,1.2207
4.3776,0.7736,1.9559
-3.7546,1.4695,7.0498
8.107,-3.7688,4.7629
1.6792,-0.7152,0.4777
-4.9147,2.5383,4.6094
0.8952,-1.6337,-1.321
-2.9693,-1.3394,2.5912
3.02,-1.6493,0.9943
2.5353,2.7924,3.3038
-1.1284,1.7108,0.7621
-1.0601,-0.5136,-1.0672
-0.2855,-0.5337,-1.7775
2.4351,-0.261,-0.0569
-2.8126,3.6286,-2.8051
1.3796,6.366,4.1677
3.4431,1.6612,5.1664
-1.939,3.7064,-0.6847
0.2166,2.0175,-2.309
2.2219,2.9321,0.1546
6.7557,-1.2924,0.9631
0.5363,-0.675,-1.9102
-2.8358,-1.3952,4.8544
0.1301,-0.7687,0.3479
-6.5259,-4.8185,2.0474
0.3277,0.9274,-1.0032
1.9227,-1.2278,8.2842
0.2642,1.4884,-1.5345
-2.4886,0.9922,0.9596
2.3739,-1.5155,2.2694
4.1844,-0.7866,1.3496
-3.9879,-0.9256,0.7721
4.7624,-2.3424,-1.5332
1.6792,0.9604,1.6502
3.6367,-1.3649,3.7125
-4.5875,0.5722,-0.1723
-4.9263,0.3261,-0.0871
-2.6914,1.0199,2.3656
-3.8852,1.5336,-0.0441
-0.0396,-0.5528,-1.7185
0.5918,2.3221,-1.2769
-2.1549,1.0843,8.2871
-3.0861,2.5165,-0.6699
2.8784,-2.0747,3.2649
2.5535,5.7972,-0.7982
6.8691,-4.0673,5.6185
-1.9133,-0.4104,-1.6544
-0.9409,1.2419,-0.3088
1.5792,-1.6909,0.2779
-2.5601,-1.1,-0.2518
-0.7107,0.7337,2.0053
2.096,5.5126,3.8249
6.5866,0.1161,1.9263
-3.4323,1.3072,1.4338
-3.3473,-2.1556,5.919
1.3965,-1.3787,1.6008
5.6414,-0.9361,4.3078
-1.9609,0.9389,7.723
-4.9153,0.761,-0.5155
-5.4007,0.6703,-0.4927
2.0323,1.9104,2.5927
1.8676,0.5675,-0.6142
1.1348,-0.9274,-2.3334
-1.5882,2.9813,-0.7026
-3.2367,-3.405,3.9287
2.6663,0.4158,2.6314
-1.1321,-0.966,-1.1976
0.8986,-1.4434,-1.2614
-3.7688,-0.4279,-2.0893
1.1932,-1.0419,0.0576
0.6219,-1.2884,-1.0843
1.1181,-0.5395,5.381
1.3349,5.9477,4.2589
1.1815,3.7623,2.7696
3.9197,-0.9477,3.1451
5.3282,1.2369,1.9604
1.2651,2.4994,-0.8471
-5.4062,1.2977,-0.9013
0.2118,1.1669,4.3507
2.8292,3.605,2.2943
0.7347,2.3191,-0.6883
0.7068,1.4662,-0.2334
-2.857,1.6421,2.0115
-1.0262,-0.2829,-0.619
0.169,3.8822,-0.3753
-1.5925,3.6749,-0.7225
-2.4954,1.3814,0.2163
1.6474,-1.8781,1.0783
1.8747,5.5547,-1.4992
3.8972,-5.568,4.7867
-2.218,-0.1492,4.7987
0.3346,-1.1624,-1.0543
-2.4364,2.9389,0.3542
-2.0821,2.6298,-0.0447
-0.174,-1.6398,-1.0239
-0.9732,-0.8049,0.9569
-2.5177,-0.8564,-0.149
-0.751,-0.2502,-1.2858
5.3025,-1.2068,1.5571
-4.825,-0.226,-0.869
0.2077,1.4064,0.2245
3.001,1.6432,-2.1133
1.8544,0.4708,3.8631
-0.6671,-0.2756,2.5072
0.7926,-1.6886,-0.9448
0.4651,-2.6407,2.6886
-0.6167,-0.8378,6.5887
-1.7094,0.5904,5.8872
-5.0435,0.686,-0.1193
1.3123,-1.823,5.3214
2.179,4.0584,4.5341
0.5433,-1.0375,-1.5797
-0.7474,-1.8458,-1.596
2.9578,-1.908,2.8546
1.0765,-1.9908,0.7128
6.5532,-0.6196,1.1969
-1.2445,1.9112,0.3784
-3.1395,0.8695,7.2979
-4.3595,-0.125,0.6567
4.5727,0.256,0.2812
-1.0663,2.9322,-2.0191
0.8413,1.8014,-1.3941
-0.7846,0.3962,4.1843
-4.6797,1.8174,8.8875
1.8792,1.6999,1.9238
-0.5643,2.9775,-1.5346
-0.5868,0.5571,4.2987
1.0826,-0.9698,1.9305
-3.6009,-0.0664,1.8184
3.3594,0.8946,-0.5061
-2.8988,-1.0099,-0.1572
-4.3082,-2.2695,1.794
2.3402,-0.8531,2.8174
-6.0473,-1.7446,2.4897
5.0402,-2.4039,-0.6591
-3.1328,-1.2453,4.3402
-4.5456,-0.3939,0.3827
1.5505,-0.1152,-1.3024
-3.7718,1.3298,-0.7839
1.8085,-3.078,0.7239
-0.6218,-0.3917,1.1245
3.3529,-2.3888,3.1457
-4.988,-1.8657,2.2652
1.5193,-2.2992,0.4661
-0.6501,3.3455,-2.3444
-5.3584,1.4235,6.4414
-3.8224,0.5764,0.192
1.2338,3.3861,3.2606
-0.1105,-0.6945,-1.9376
-0.4387,1.297,3.257
-5.3743,-1.9973,0.832
8.8986,-4.7499,1.9359
0.748,3.046,-1.9499
1.7401,-1.5231,0.4765
0.4407,3.1044,-1.5034
0.4079,-1.5031,-1.8623
-0.0195,-1.5521,-1.3973
-2.3048,-0.1068,2.8876
1.6334,3.4044,4.8295
-0.6387,2.6976,-1.6729
0.8339,1.6159,2.8279
-3.3012,1.2316,0.4378
-0.6112,4.0484,-0.9867
6.822,-0.3007,2.9507
-7.4003,1.3674,5.2151
1.5571,5.7246,3.2343
1.3318,3.0845,-0.778
-1.3865,-1.0755,0.4886
-1.0382,-0.4899,4.9714
1.9446,-0.3637,2.0454
2.5915,-1.1412,1.9624
1.3561,-0.9843,0.523
-4.3332,0.5681,-0.01
0.6402,-0.1601,3.1562
-3.9337,2.2063,1.6052
-0.2585,-0.0936,1.4356
-1.7841,0.9893,2.8983
6.3643,-3.3273,2.5554
-1.1228,-0.4845,-1.4915
5.2207,-1.6603,1.5167
-4.5774,1.525,-1.1008
-0.5263,0.9414,-0.5816
-0.9068,-1.2632,-0.9442
-5.5561,0.4552,-1.4047
3.5304,-2.8214,0.2244
6.4258,0.2233,3.6197
-3.3933,2.2358,-1.2421
-1.4272,1.0311,1.8212
-4.7649,-3.0026,4.0297
-0.9492,2.2602,-0.1423
0.7541,1.1031,-1.0677
2.3263,-1.7571,0.4261
2.2535,-0.203,2.9053
-1.0644,0.1063,0.0551
3.0001,3.0862,5.0815
7.5581,-3.9683,1.3809
3.522,2.6884,2.4107
-2.9973,-1.5065,3.4074
2.7203,0.4876,2.6895
-0.97,-0.275,8.9318
-3.3583,0.88,0.1966
0.1931,1.3786,-0.7824
0.8709,-1.4666,-0.4205
-1.016,3.1224,-1.0726
4.7654,-1.895,4.0069
0.7522,-1.5229,-1.331
2.8671,0.6729,0.8254
0.5796,2.996,-2.2162
2.6468,3.877,0.0702
0.544,-0.8484,-1.7471
1.4735,-1.0623,1.8758
-5.8334,1.5047,-1.3486
-4.4306,-1.3889,-0.3177
-0.5116,-2.071,0.1748
-4.9262,-1.5344,1.3436
0.0178,2.4434,-0.3421
-2.0052,1.6234,0.0223
-3.1402,3.5913,-0.2234
-4.6695,-0.5368,1.1377
-4.638,0.6079,-0.2234
-2.194,1.3014,5.4863
2.0794,3.7643,5.5432
1.0431,3.0104,4.7105
0.8775,-1.4028,-1.5118
-2.7369,-1.8388,-0.4034
-0.6662,3.6653,-0.3503
-0.6327,-0.197,-1.3717
2.0288,-1.6212,-0.588
1.3638,6.4622,-0.2088
1.4393,0.2451,1.5995
-1.0373,-0.7926,-0.0828
2.8851,-1.5568,-1.3469
-3.437,1.1176,10.9732
2.009,3.6029,4.1978
2.9278,0.5178,3.46
-1.1094,-1.0017,5.4528
-4.0478,1.9625,6.9516
1.9125,-0.5994,0.8574
0.0279,1.2007,-1.4144
-5.0684,1.3225,-0.3589
1.4996,1.4592,-0.5154
0.7936,-3.0052,5.6208
-4.1119,0.0884,9.154
-3.5749,-0.5706,1.8192
-1.3441,3.7971,-1.1069
-5.2757,0.3988,-0.3839
2.0207,-0.6103,-0.2151
0.2056,0.1995,3.2814
0.9934,-1.9758,-0.9207
-5.4421,-0.9527,0.1918
-6.1547,-0.9093,-0.3097
-6.0371,-0.277,-0.0957
0.331,2.9726,-1.3557
3.9426,-0.8116,1.9529
2.2995,5.9705,4.9489
2.9556,1.3696,-0.4153
1.1785,-0.699,-1.5057
0.1609,1.909,-1.3185
-0.4665,-1.2629,-0.7961
0.0079,-1.927,-0.0294
-1.8415,-0.7788,3.7043
1.4977,-3.7689,1.0765
0.2234,3.0824,-1.2328
-1.0069,1.25,-1.6284
-2.5536,-0.4552,2.2018
-2.0463,1.7006,3.3261
1.749,-1.1859,0.3403
2.8955,-1.7244,-0.8853
6.0489,-0.1862,-0.1747
-5.8791,0.4993,-1.3225
-5.2175,-2.064,1.6813
-0.2322,0.0399,0.0888
-0.443,3.2214,-1.3365
-6.0421,0.7761,-0.6428
-1.864,0.1014,3.5508
-4.097,-0.0686,5.8273
1.0595,2.7861,-1.7703
-3.5186,3.5895,0.5183
-0.4211,-3.2817,3.5967
1.6321,1.1766,2.4675
-5.6794,0.2986,-0.8541
-0.1138,0.9864,0.9488
-0.9835,-0.9386,-0.7338
-1.0723,1.0209,3.6298
4.0909,3.9714,2.3103
-1.266,-1.3905,-0.297
0.8536,0.8171,4.2603
-0.2508,-1.4954,1.6444
-3.9452,2.3498,-0.686
3.2553,2.7474,4.8613
5.274,0.0152,1.6173
-0.5324,0.6652,4.4897
0.0584,0.1326,-1.512
0.9373,2.0997,-1.8999
-5.4241,1.4394,-1.7725
-0.6971,3.4243,-1.0818
-1.3511,0.0422,6.535
-0.6682,-0.1475,2.9908
-0.508,2.323,-1.5471
0.3497,1.4568,0.1603
-2.2197,1.0911,3.205
-1.772,1.6703,-0.4417
-3.0493,0.1943,2.7572
-1.0279,3.2321,-1.4674
3.0594,1.6955,2.3048
-0.1605,-1.2611,7.1808
-3.5542,4.225,1.8449
-5.5901,-2.1498,2.5012
1.0827,4.5135,0.7626
-3.2509,-0.1067,0.2428
-0.9638,-1.2218,-1.3248
-0.523,-1.0913,-1.0397
-3.429,2.7528,3.532
-1.3999,-2.8124,-0.7095
-0.4733,2.825,-0.9504
1.4171,-1.8122,0.2723
-0.3062,2.1357,-2.3208
-1.097,0.7263,-0.7725
2.9793,0.6597,3.0462
-1.9551,0.028,4.6802
-0.0849,2.928,3.7989
0.7125,3.191,2.0609
4.8361,-1.3309,2.3135
4.4488,0.721,2.5738
-3.3778,0.1344,5.472
5.3319,-0.5554,3.111
0.1891,1.5985,-0.0563
-0.4357,3.0973,-1.0323
5.7013,-2.3551,-3.4933
-1.1549,2.5685,0.3372
-5.7375,-2.1538,1.9987
-4.0717,-1.1787,-0.269
3.1351,-1.7291,-0.8748
4.468,3.4108,1.5354
0.9864,2.0198,-1.2152
-3.7974,2.7246,0.7326
-4.9813,-0.9528,0.4364
-0.4532,2.4214,-1.256
2.3201,-0.1401,0.9059
1.0948,6.028,3.9691
1.732,-1.7845,-1.6088
-4.0317,3.9227,0.5135
-2.2695,-2.3219,0.4587
-0.2768,0.1058,3.6269
0.3615,2.0807,-2.3721
-2.9564,0.5841,1.4138
-6.0917,2.5002,5.042
-4.7784,-4.1578,0.3809
-5.4734,-0.6805,-0.3039
-0.742,0.6763,1.356
-0.5967,1.8862,-1.6712
-0.2016,-0.3938,-0.7221
-2.1808,2.1876,-1.7893
7.1058,-1.908,2.7411
-3.0361,-0.0643,2.1747
3.6142,-1.9855,-3.2226
